scenario_name,case_name,terrain_risk_weight,metric,count,mean_delta,median_delta,std_delta,bootstrap_ci95_low,bootstrap_ci95_high,pct_improved,wilcoxon_p,wilcoxon_method
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,final_distance,50,-0.00555704951286316,-0.0012227147817611694,0.019433392825485705,-0.01116612483561039,-0.0008563299626111997,0.6,0.09709384967839618,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,steps,50,-29.62,-18.5,54.28955332289998,-44.861,-15.659000000000006,0.86,8.84062245631867e-09,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,cumulative_terrain_risk,50,-10.573721618652344,-8.651165008544922,15.380755605462053,-14.86211796951294,-6.417582473754884,0.86,1.4492140820721033e-09,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,max_terrain_risk,50,0.0029690253734588625,0.003801703453063965,0.004031294124213222,0.0018469995558261872,0.004084258407354355,0.3,9.372738659862989e-06,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,terrain_risk_excess,50,-3.1930393981933594,-3.0821666717529297,3.12609405388392,-4.040854415893555,-2.347901078224183,0.88,1.3149694666481082e-09,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,terrain_risk_exposure_ratio,50,0.01717378915825035,-0.004769998686725396,0.08689331293655793,-0.004677159708276324,0.04423591954838376,0.54,0.9389922173111831,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,control_smoothness,50,9.101839064645133e-05,4.278163242697015e-05,0.00027411355795072244,1.8212532128516745e-05,0.00017440901633225986,0.44,0.06346609527860991,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,control_jerk,50,7.425015810536658e-05,0.00013185254404611373,0.0005137953146346774,-6.70545155234508e-05,0.00021519715673381268,0.38,0.21866240175859453,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_0,0.0,mean_mppi_time_ms,50,18.491286963689276,18.333457778439595,1.0374666754901216,18.2014826090998,18.786358431822478,0.0,1.7763568394002505e-15,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,final_distance,50,-0.007103503942489624,-0.007515862584114075,0.018862001883661147,-0.012753678515553474,-0.002502672061324125,0.64,0.0035436448551049438,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,steps,50,-19.76,-18.0,38.74509517345389,-31.241,-9.439500000000002,0.88,1.2841054282120012e-06,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,cumulative_terrain_risk,50,-7.633391723632813,-8.30194091796875,10.148932011210999,-10.286770809173584,-4.7360228881835935,0.9,2.0039570713947796e-07,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,max_terrain_risk,50,0.003351374864578247,0.003161400556564331,0.0034634196326112387,0.002384268969297409,0.004265409409999847,0.14,9.772863407420118e-09,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,terrain_risk_excess,50,-2.762782554626465,-2.7365541458129883,2.8064525090481514,-3.5321336755752566,-1.9488260412216187,0.92,8.970399534291573e-09,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,terrain_risk_exposure_ratio,50,0.013901163624830596,0.00013583938527411688,0.07431764342950072,-0.0029099570026531,0.03838493430203449,0.5,0.8482444441392172,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,control_smoothness,50,9.958179563076199e-05,6.573834833261912e-05,0.0002836759090102547,3.1602349453800214e-05,0.0001887124222890667,0.36,0.009116960633276605,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,control_jerk,50,9.45225669430634e-05,-1.5630352361174294e-05,0.00035795654288416117,-4.504367681782946e-06,0.00019345517400355585,0.52,0.18768390417341507,scipy
two_obstacle_standard,b2_omni_oracle_risk_w_3,3.0,mean_mppi_time_ms,50,17.65389115013652,17.5648593808976,1.1767183032576907,17.339362870978732,17.98732791711626,0.0,1.7763568394002505e-15,scipy
